circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
VIKARABAD,VIKARABAD,PARGI,KULKACHALA,KULKACHERLA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,1.0,0.0,2.51
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,MAMBAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,6.0,0.18
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,CHALLAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,76.0,2.25
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,DOULATABAD,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,,0.0,5.25
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,GOKUL FASALWADA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,72.0,2.25
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,KUDRUMALLA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,21.0,2.25
VIKARABAD,TANDUR,KODANGAL,KODANGAL,ANGADI RAICHUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,117.0,0.26
VIKARABAD,TANDUR,KODANGAL,KODANGAL,HUSNABAD,COTTAGE INDUSTRIES AND DHOBIGHATS,4,20,,0.0,19.5
VIKARABAD,TANDUR,KODANGAL,KODANGAL,KODANGAL,COTTAGE INDUSTRIES AND DHOBIGHATS,4,5,4.0,428.0,13.2
VIKARABAD,TANDUR,KODANGAL,KODANGAL,PARSAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,22.0,3.75
VIKARABAD,TANDUR,KODANGAL,BOMRASPET,CHILMAL MAILWAR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,154.0,1.01
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD TOWN,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,,0.0,3.0
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,GOVIND RAO PET,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,3.75
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,YALAL,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,4.5
VIKARABAD,TANDUR,KODANGAL,BOMRASPET,DUDYAL,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,99.0,3.0
VIKARABAD,TANDUR,KODANGAL,BOMRASPET,ERUPMALLA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,278.0,3.75
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,PEBBAIR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,9,8.0,611.0,19.5
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,RANGAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,2.0,58.0,8.25
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,SRIRANGAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,145.0,2.25
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,Y SHAKAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,30.0,1.01
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEDDAMANDADI,BALIJAPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,31.0,1.5
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEDDAMANDADI,DODAGUNTAPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,46.0,0.62
WANAPARTHY,WANAPARTHY,WANAPARTHY,GOPALPET,REVELLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,70.0,1.5
WANAPARTHY,WANAPARTHY,WANAPARTHY,GOPALPET,YEDULA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,4.0,532.0,6.0
WANAPARTHY,WANAPARTHY,WANAPARTHY,PANGAL,GOPALPUR (P),COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,38.0,1.5
WANAPARTHY,WANAPARTHY,WANAPARTHY,PANGAL,JAMMAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,108.0,0.75
WANAPARTHY,WANAPARTHY,WANAPARTHY,PANGAL,KOTHAPET(PANGAL),COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,1.01
WANAPARTHY,WANAPARTHY,WANAPARTHY,PANGAL,MAHANANDAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,56.0,0.75
WANAPARTHY,WANAPARTHY,WANAPARTHY,PANGAL,PANGAL,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,2.0,2.25
WANAPARTHY,WANAPARTHY,WANAPARTHY,PANGAL,REMODDHULA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,11,10.0,783.0,12.11
WANAPARTHY,WANAPARTHY,WANAPARTHY,WANAPARTHY RURA,KADUKUNTLA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,53.0,2.25
WANAPARTHY,WANAPARTHY,WANAPARTHY,WANAPARTHY RURA,KASIMNAGAR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,49.0,0.75
WANAPARTHY,WANAPARTHY,WANAPARTHY,WANAPARTHY RURA,PEDDAGUDEM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,4.0,284.0,2.93
WANAPARTHY,WANAPARTHY,WANAPARTHY,WANAPARTHY RURA,RAJANAGAR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,0.0,0.53
WANAPARTHY,WANAPARTHY,WANAPARTHY,WEEPANGANDALA,DAGADAPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,194.0,2.51
WANAPARTHY,WANAPARTHY,WANAPARTHY,WEEPANGANDALA,KALWARALA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,4.0,312.0,3.74
WANAPARTHY,WANAPARTHY,WANAPARTHY,WANAPARTHY,WANAPARTHY TOWN,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,1.5
WANAPARTHY,WANAPARTHY,WANAPARTHY,WANAPARTHY,WNP TOWN 1,COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,3.0,119.0,8.25
WANAPARTHY,WANAPARTHY,WANAPARTHY,WANAPARTHY,WNP TOWN 10,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,1.0,91.0,4.5
WANAPARTHY,WANAPARTHY,WANAPARTHY,WANAPARTHY,WNP TOWN 2,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,28.0,4.5
WANAPARTHY,WANAPARTHY,WANAPARTHY,WANAPARTHY,WNP TOWN 3,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,3.0,81.0,6.0
WANAPARTHY,WANAPARTHY,WANAPARTHY,WANAPARTHY,WNP TOWN 4,COTTAGE INDUSTRIES AND DHOBIGHATS,4,6,6.0,271.0,12.75
WANAPARTHY,WANAPARTHY,WANAPARTHY,WANAPARTHY,WNP TOWN 5,COTTAGE INDUSTRIES AND DHOBIGHATS,4,10,10.0,555.0,21.75
WANAPARTHY,WANAPARTHY,WANAPARTHY,WANAPARTHY,WNP TOWN 6,COTTAGE INDUSTRIES AND DHOBIGHATS,4,8,8.0,331.0,16.95
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEDDAMANDADI,G KHANAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,62.0,1.5
WANAPARTHY,WANAPARTHY,WANAPARTHY,WANAPARTHY RURA,SRINIVASAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,39.0,3.0
WANAPARTHY,WANAPARTHY,WANAPARTHY,WANAPARTHY RURA,VENKATAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,2.25
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEDDAMANDADI,MADDIGATLA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,30.0,0.65
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEDDAMANDADI,MOJERLA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,28.0,0.62
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEDDAMANDADI,PEDDAMANDADI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,173.0,1.7
WANAPARTHY,WANAPARTHY,KOTHAKOTA,AMARCHINTA,AMARCHINTA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,49.0,4.5
WANAPARTHY,WANAPARTHY,KOTHAKOTA,AMARCHINTA,CHANDRAGHAD,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,81.0,1.5
WANAPARTHY,WANAPARTHY,KOTHAKOTA,AMARCHINTA,DHARMAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,29.0,1.5
WANAPARTHY,WANAPARTHY,KOTHAKOTA,AMARCHINTA,MASTIPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,23.0,4.02
WANAPARTHY,WANAPARTHY,KOTHAKOTA,AMARCHINTA,MITTANANDIMALLA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,43.0,1.5
WANAPARTHY,WANAPARTHY,KOTHAKOTA,AMARCHINTA,NANDIMALLA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,61.0,2.25
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEDDAMANDADI,VELTUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,52.0,1.5
WANAPARTHY,WANAPARTHY,WANAPARTHY,GHANAPUR,ALMAIPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,35.0,2.25
WANAPARTHY,WANAPARTHY,WANAPARTHY,GHANAPUR,GHANAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,12,11.0,437.0,22.13
WANAPARTHY,WANAPARTHY,WANAPARTHY,GHANAPUR,KAMALUDDINPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,1.5
WANAPARTHY,WANAPARTHY,KOTHAKOTA,ATHMAKUR,AREPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,80.0,1.5
WANAPARTHY,WANAPARTHY,KOTHAKOTA,ATHMAKUR,ATHMAKUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,9,9.0,591.0,21.07
WANAPARTHY,WANAPARTHY,WANAPARTHY,WANAPARTHY,WNP TOWN 7,COTTAGE INDUSTRIES AND DHOBIGHATS,4,5,5.0,163.0,9.77
WANAPARTHY,WANAPARTHY,WANAPARTHY,WANAPARTHY,WNP TOWN 8,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,65.0,3.75
WANAPARTHY,WANAPARTHY,WANAPARTHY,WANAPARTHY,WNP TOWN 9,COTTAGE INDUSTRIES AND DHOBIGHATS,4,17,16.0,1183.0,35.25
WANAPARTHY,WANAPARTHY,WANAPARTHY,WANAPARTHY RURA,CHITYAL,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,0.18
WANAPARTHY,WANAPARTHY,WANAPARTHY,GHANAPUR,MAMIDIMADA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,3.0,230.0,5.25
WANAPARTHY,WANAPARTHY,WANAPARTHY,GHANAPUR,MANAJIPET,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,1.5
WANAPARTHY,WANAPARTHY,WANAPARTHY,GHANAPUR,SOLIPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,3.0,177.0,2.89
WANAPARTHY,WANAPARTHY,KOTHAKOTA,ATHMAKUR,PINNAMCHERLA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,541.0,2.25
WANAPARTHY,WANAPARTHY,KOTHAKOTA,KOTHAKOTA,AMADABAKULA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,32.0,2.25
WANAPARTHY,WANAPARTHY,WANAPARTHY,GOPALPET,CHAKALIPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,31.0,0.6
WANAPARTHY,WANAPARTHY,WANAPARTHY,GOPALPET,CHENNARAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,-171.0,3.0
WANAPARTHY,WANAPARTHY,KOTHAKOTA,KOTHAKOTA,DANTHANOOR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,5.0,1.5
WANAPARTHY,WANAPARTHY,KOTHAKOTA,KOTHAKOTA,KANAYAPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,66.0,0.75
WANAPARTHY,WANAPARTHY,KOTHAKOTA,KOTHAKOTA,KONNUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,0.75
WANAPARTHY,WANAPARTHY,WANAPARTHY,GOPALPET,GOPALPET,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,19.0,1.5
WANAPARTHY,WANAPARTHY,WANAPARTHY,GOPALPET,KESHAMPET,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,3.0,2.51
WANAPARTHY,WANAPARTHY,WANAPARTHY,GOPALPET,POLKIPAHAD,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,4.0,3.75
WANAPARTHY,WANAPARTHY,KOTHAKOTA,KOTHAKOTA,KOTHAKOTA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,13,12.0,308.0,26.25
WANAPARTHY,WANAPARTHY,KOTHAKOTA,KOTHAKOTA,MADNAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,3.0,280.0,6.0
WANAPARTHY,WANAPARTHY,KOTHAKOTA,KOTHAKOTA,NATVELLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,43.0,1.5
WANAPARTHY,WANAPARTHY,KOTHAKOTA,KOTHAKOTA,PALEM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,3.0,154.0,6.0
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,CHELIMILLA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,171.0,1.5
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,GUMMADAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,0.75
WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,KANCHIRAOPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,1.0,56.0,3.75
YADADRI,BHONGIR,ALER,ALAIR,SAIGUDEM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,23.0,3.75
YADADRI,BHONGIR,ALER,ALAIR,SHAREJPET,COTTAGE INDUSTRIES AND DHOBIGHATS,4,5,1.0,48.0,18.75
YADADRI,BHONGIR,ALER,ALAIR,TANGUTOOR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,432.0,7.5
YADADRI,BHONGIR,ALER,MOTAKONDURU,CHADA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,1.0,18.0,5.25
YADADRI,BHONGIR,ALER,MOTAKONDURU,DILWARPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,1.0,26.0,15.0
YADADRI,BHONGIR,ALER,MOTAKONDURU,IKKURTHY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,110.0,3.75
YADADRI,BHONGIR,ALER,MOTAKONDURU,KATEPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,2.25
YADADRI,BHONGIR,ALER,RAJAPETA,BASANTHAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,30.0,10.05
YADADRI,BHONGIR,ALER,RAJAPETA,BEGUMPET,COTTAGE INDUSTRIES AND DHOBIGHATS,4,34,25.0,3500.0,75.0
YADADRI,BHONGIR,ALER,RAJAPETA,BONDUGULA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,28.0,2.37
YADADRI,BHONGIR,ALER,RAJAPETA,CHALLUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,25,17.0,2320.0,89.25
YADADRI,BHONGIR,ALER,RAJAPETA,D.VENKAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,2.0,315.0,9.75
YADADRI,BHONGIR,ALER,RAJAPETA,KALVALPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,24,22.0,2226.0,76.5
YADADRI,BHONGIR,ALER,RAJAPETA,NEMILA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,7,5.0,227.0,23.09
YADADRI,BHONGIR,ALER,RAJAPETA,RAGHUNATHAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,295,292.0,76759.0,1017.75
YADADRI,BHONGIR,ALER,RAJAPETA,RAJAPET(HQ),COTTAGE INDUSTRIES AND DHOBIGHATS,4,78,73.0,11479.0,279.75
YADADRI,BHONGIR,ALER,RAJAPETA,RENIKUNTA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,90,59.0,7013.0,321.83
YADADRI,BHONGIR,ALER,RAJAPETA,SINGARAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,2.0,455.0,9.75
YADADRI,BHONGIR,ALER,YADAGIRI GUTTA,CHINNA KANDUKUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,139.0,1.5
YADADRI,BHONGIR,ALER,YADAGIRI GUTTA,CHOLLERU,COTTAGE INDUSTRIES AND DHOBIGHATS,4,12,2.0,74.0,43.5
YADADRI,BHONGIR,ALER,YADAGIRI GUTTA,DARMAREDDY GUDEM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,3.75
YADADRI,BHONGIR,ALER,YADAGIRI GUTTA,DATTARPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,55.0,1.65
YADADRI,BHONGIR,BHONGIR,BHONGIR - TOWN,BHONGIR (HQ),COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,,0.0,6.0
YADADRI,BHONGIR,BHONGIR,BHONGIR - TOWN,"BNZRAHILLS,RLYSTATION APHB,LB ",COTTAGE INDUSTRIES AND DHOBIGHATS,4,62,44.0,875.0,211.68
YADADRI,BHONGIR,BHONGIR,BHONGIR - TOWN,HANUMAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,,0.0,11.25
YADADRI,BHONGIR,BHONGIR,BHONGIR - TOWN,HUSSAINABAD,COTTAGE INDUSTRIES AND DHOBIGHATS,4,30,30.0,863.0,109.5
YADADRI,BHONGIR,BHONGIR,BHONGIR - TOWN,"INDL,PAHADI,BUSTAND,MEENA NAGA",COTTAGE INDUSTRIES AND DHOBIGHATS,4,32,23.0,1369.0,97.1
YADADRI,BHONGIR,BHONGIR,BHONGIR - TOWN,JAMKHANA GUDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,185.0,5.03
YADADRI,BHONGIR,ALER,YADAGIRI GUTTA,GOWARAIPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,78,70.0,19574.0,277.5
YADADRI,BHONGIR,ALER,YADAGIRI GUTTA,GUNDLAPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,5,4.0,190.0,9.21
YADADRI,BHONGIR,ALER,YADAGIRI GUTTA,KACHARAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,5,3.0,168.0,14.25
YADADRI,BHONGIR,ALER,YADAGIRI GUTTA,MALLAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,4.0,64.0,9.75
YADADRI,BHONGIR,ALER,YADAGIRI GUTTA,MASAIPET,COTTAGE INDUSTRIES AND DHOBIGHATS,4,15,9.0,401.0,49.5
YADADRI,BHONGIR,ALER,YADAGIRI GUTTA,PEDDA KANDUKUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,3.75
YADADRI,BHONGIR,BHONGIR,BHONGIR - TOWN,SANJEEVA NAGAR HANMANWADA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,208.0,4.5
YADADRI,BHONGIR,BHONGIR,BHONGIR - TOWN,THIMMAPURAM (B),COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,3.0,738.0,8.25
YADADRI,BHONGIR,BHONGIR,BHONGIR - TOWN,URBAN COLONY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,78.0,4.5
YADADRI,BHONGIR,ALER,YADAGIRI GUTTA,SADHUVALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,59,30.0,4517.0,206.25
YADADRI,BHONGIR,ALER,YADAGIRI GUTTA,SAIDAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,85.0,0.41
YADADRI,BHONGIR,ALER,YADAGIRI GUTTA,WANGAPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,,0.0,3.38
YADADRI,BHONGIR,ALER,YADAGIRI GUTTA,YADAGIRIGUTTA(HQ),COTTAGE INDUSTRIES AND DHOBIGHATS,4,14,13.0,762.0,14.13
YADADRI,BHONGIR,ALER,YADAGIRI GUTTA,YADAGIRIPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,4.0,2805.0,13.91
YADADRI,BHONGIR,BHONGIR,BHONGIR - TOWN,WADAPERTHY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,3.0
YADADRI,BHONGIR,BHONGIR,BHONGIR _ RURAL,ANAJIPOOR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,29,12.0,1698.0,105.0
YADADRI,BHONGIR,BHONGIR,BHONGIR _ RURAL,BASAWAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,2.25
YADADRI,BHONGIR,BHONGIR,BHONGIR _ RURAL,CHANDUPATLA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,2.25
YADADRI,BHONGIR,BHONGIR,BHONGIR _ RURAL,RAIGIR   (HQ),COTTAGE INDUSTRIES AND DHOBIGHATS,4,6,4.0,793.0,18.8
YADADRI,BHONGIR,BHONGIR,BHONGIR _ RURAL,WADAIGUDAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,3.75
YADADRI,BHONGIR,BHONGIR,M.T.PALLY,DATHAIPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,5,3.0,165.0,15.75
YADADRI,BHONGIR,BHONGIR,M.T.PALLY,GANDHAMALLA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,1.0,185.0,11.25
YADADRI,BHONGIR,BHONGIR,M.T.PALLY,IBRAHIMPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,5,2.0,158.0,11.25
YADADRI,BHONGIR,BHONGIR,M.T.PALLY,VASALAMARRY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,1.0,68.0,13.77
YADADRI,BHONGIR,BIBINAGAR,BIBINAGAR,GUDOOR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,3.75
YADADRI,BHONGIR,BIBINAGAR,BIBINAGAR,JAMEELAPET,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,4.0,2.25
YADADRI,BHONGIR,BIBINAGAR,BIBINAGAR,KONDAMADUGU,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,4.02
YADADRI,BHONGIR,BIBINAGAR,BIBINAGAR,MAQDOOMPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,134.0,3.75
YADADRI,BHONGIR,BIBINAGAR,BIBINAGAR,NEMARGOMULA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,140.0,2.01
YADADRI,BHONGIR,BIBINAGAR,BIBINAGAR,RUDRAVALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,3.75
YADADRI,BHONGIR,BIBINAGAR,BOMMALA RAMARAM,BOMMALARAMARAM (HQ),COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,3.0,415.0,16.5
YADADRI,BHONGIR,BIBINAGAR,BOMMALA RAMARAM,BUNDAKATTI PALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,13.0,3.75
YADADRI,BHONGIR,BIBINAGAR,BOMMALA RAMARAM,MAISIREDDYPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,15.0,3.75
YADADRI,BHONGIR,BIBINAGAR,BOMMALA RAMARAM,MALAYALA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,69.0,3.75
YADADRI,BHONGIR,BIBINAGAR,BOMMALA RAMARAM,MEDIPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,0.45
YADADRI,BHONGIR,BIBINAGAR,BOMMALA RAMARAM,NAGINENIPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,16.0,0.75
YADADRI,BHONGIR,BIBINAGAR,BOMMALA RAMARAM,YAVAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,77.0,3.75
YADADRI,BHONGIR,ALER,ALAIR,ALAIR(HQ),COTTAGE INDUSTRIES AND DHOBIGHATS,4,115,66.0,10791.0,437.81
YADADRI,BHONGIR,ALER,ALAIR,GUDNALAGUDEM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,3.0,1.5
YADADRI,BHONGIR,ALER,ALAIR,KOLANPAK,COTTAGE INDUSTRIES AND DHOBIGHATS,4,69,33.0,7214.0,251.79
YADADRI,BHONGIR,ALER,ALAIR,MANDANPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,2.25
YADADRI,BHONGIR,ALER,ALAIR,MANTHAPURI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,5,,0.0,18.75
YADADRI,CHOUTUPPAL,CHOUTUPPAL,BHUDAN POCHAMPALLY,POCHAMPALLY-B,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,760.0,11.25
YADADRI,CHOUTUPPAL,CHOUTUPPAL,BHUDAN POCHAMPALLY,POCHAMPALLY-D,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,104.0,13.5
YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,S-LINGOTAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,2.25
YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL (HQ),COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,1.0,44.0,6.0
YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL-A CYCLE,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,513.0,3.75
YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL-B CYCLE,COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,4.0,1140.0,16.5
YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,CHOUTUTTAL-C CYCLE,COTTAGE INDUSTRIES AND DHOBIGHATS,4,6,6.0,2935.0,30.98
YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,DHARMOJI GUDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,3.75
YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,JAIKESARAM,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,,0.0,0.41
